text,aspectTerms
"I was locked in within the first chapter! As a 75 year old woman living with a husband who lives for Sci-Fi, I chose this book only  after reading excellent reviews--yet with a bit of skepticism.<br />Wondering how this writer could do Sci-Fi differently with all that's out there, I wanted to see if I would recommend it to my husband--especially since it seemed to be targeted for young adults.<br />It was an immediate page turner! Such an unusual & exciting journey, it had me sitting on the edge of my seat.  I truly hope it will become a movie! My husband has already started it.  And I can't wait for the next book to be available!!!  Write ON dear author!",
Every single recipe is WONDERFUL!!,
"At 74 years of age the title of this book made me look twice.  What a wonderful surprise inside. It is filled with hope, understanding and truth--something we all can use a little more of at this time. I definitely can relate to it and can see why young women will love it too!  I plan to take mine to our women's Bible study this Thurs to share with my study group. I'm hopeful that the author will continue writing similar devotionals for other books in the Bible. This book is a pleasure to pick up for a brief moment on the run or to sit back and enjoy with a cup of coffee in a comfy chair.<br />Yes! I highly recommend it to all women! More please...",
Enjoyed the story and exposure to the country's people and culture. No matter the area the ugliness of human nature always rests it's hard and we need warriors to stand in the gap till Jesus comes.,
Need to pay attention to what is happening in the world today!,
good read.,
Looking forward to reading it!,
Loved it,
very happy!,
he's telling the truth about a situation that has been saying bag by the environment with radicals for yearslet me repeat this this is something that has been saying bag by the environmental radicals for years another words it's a lie but he's telling the truth,
A classic book that everyone needs in their collection.,
This book is beautifully written and easy to read. Matthew Perry is more than just the funny guy. He struggles with never feeling like he is enough. What a roller coaster to read. I hope he is doing well and lives the rest of his days in happiness.,
"The name of the book implies a good fantasy story. While there is a unicorn in the book and a wizard…I found the book extremely boring. I rarely do not finish a book, but I did not finish this one.",
I kept reading thinking the good part must be coming with all the good reviews this book got. The good part never comes. This book is a pointless read in my opinion. Then halfway through the book it turns into a book of short stories. The short stories are not good either. Buy a better book.,
This is not what I thought it was. All of the questions are way too close together - the book is not meant to be written in. I wanted a book my loved ones could fill out the answers to the questions in. This is just a huge list of questions. Way more questions than anyone would ever want to answer.,
